"00-1F-D0-E4-DD-7F";"46";"10.72.164.128";"";"10.72.164.146";"2013-06-12 14:44:56";"2013-06-12 14:44:56";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-362435"
"00-1F-D0-E4-F1-0B";"46";"10.72.164.128";"o37o0JNTM2qN7hriOkDRibdOkhk";"10.72.164.134";"2013-06-12 15:19:46";"2013-06-13 11:41:10";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-362447"
"00-1F-D0-E5-1C-7D";"46";"10.72.164.128";"";"10.72.164.193";"2013-06-12 14:50:10";"2013-06-12 14:50:10";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-362448"
"10-BF-48-72-3A-FF";"48";"10.72.164.128";"5EdsFUet7GVf0HWg19I";"10.72.164.152";"2013-06-12 15:42:00";"2013-07-02 10:20:50";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3867294"
"2C-27-D7-2F-65-5D";"46";"10.72.164.128";"cE7nX2hBSd6mNW9pJyKTdNOX9pqrL";"10.72.164.173";"2013-06-12 14:26:40";"2013-07-02 10:19:46";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366782"
"D8-D3-85-6D-25-1F";"46";"10.72.161.0";"Unq3l7Phy4Lf8Pay4MoDf9";"10.72.161.106";"2013-06-12 09:40:03";"2013-07-01 18:13:55";"2.6.0.2";"2.6.0.2";"2013-06-12 09:41:03";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-366903"
"D8-D3-85-6D-25-41";"46";"10.72.164.128";"";"10.72.164.207";"2013-06-12 15:54:07";"2013-06-12 15:54:07";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366887"
"D8-D3-85-6D-25-88";"46";"10.72.164.128";"";"10.72.164.200";"2013-06-12 15:55:46";"2013-06-12 15:55:46";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366904"
"D8-D3-85-6D-83-A1";"46";"10.72.161.0";"N8oXiKkUenHw2aBiCrLfG";"10.72.161.21";"2013-06-12 07:57:28";"2013-06-25 13:40:29";"2.6.0.2";"2.6.0.2";"2013-06-12 07:57:28";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-000000"
"D8-D3-85-6D-93-71";"46";"10.72.164.128";"";"10.72.164.161";"2013-06-12 16:05:09";"2013-06-12 16:05:09";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366908"
"D8-D3-85-6D-94-B6";"46";"10.72.164.128";"";"10.72.164.150";"2013-06-12 15:37:01";"2013-06-12 15:37:01";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366743"
"D8-D3-85-6D-94-CF";"46";"10.72.161.0";"0oARb4sENOXY";"10.72.161.117";"2013-06-12 08:00:33";"2013-07-02 10:47:47";"2.6.0.2";"2.6.0.2";"2013-06-12 08:00:33";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-366616"
"D8-D3-85-6D-A5-64";"46";"10.72.164.128";"WBrD7Wo2bzEg2CTl7Pai5EVgDUf";"10.72.164.189";"2013-06-12 15:00:43";"2013-06-12 15:01:50";"2.6.0.2";"2.6.0.2";"2013-06-12 15:02:58";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN366905"
"D8-D3-85-6D-B2-40";"46";"10.72.164.128";"";"10.72.164.166";"2013-06-12 14:38:35";"2013-06-12 14:38:36";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366713"
"D8-D3-85-6D-D2-AF";"46";"10.72.164.128";"kNf9QZcl6AJSk5ABKTUX";"10.72.164.181";"2013-06-12 16:07:29";"2013-06-24 09:16:58";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366763"
"D8-D3-85-6D-D4-FF";"46";"10.72.164.128";"F0nP9xR4zLlF8oPa3rLeGP2p";"10.72.164.149";"2013-06-12 15:13:12";"2013-06-12 15:15:45";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366758"
"D8-D3-85-6D-E3-9F";"46";"10.72.164.128";"";"10.72.164.133";"2013-06-12 15:26:39";"2013-06-12 15:26:39";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366888"
"D8-D3-85-6D-F4-90";"46";"10.72.164.128";"";"10.72.164.154";"2013-06-12 16:29:31";"2013-06-12 16:29:31";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-366895"
"E0-69-95-10-89-71";"20";"10.72.161.0";"Ý÷Wçe¬õoÚlMiÕç";"10.72.161.63";"2013-06-07 11:54:20";"2013-06-07 11:54:20";"2.6.0.3";"2.6.0.3";"2013-06-07 15:10:16";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3454193"
"E0-69-95-10-89-77";"46";"10.72.164.128";"9wJiZzDcMl6VuWvIpRqC";"10.72.164.163";"2013-06-12 16:26:38";"2013-07-01 08:55:34";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3454234"
"E0-69-95-A5-5A-C9";"46";"10.72.161.0";"pBYqSjLk5MdVm0Of";"10.72.161.103";"2013-06-12 08:20:12";"2013-06-12 14:45:27";"2.6.0.2";"2.6.0.2";"2013-06-12 08:20:12";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695734"
"E0-69-95-A5-5A-D7";"46";"10.72.161.0";"6Ut0WApJ3ZzDsUt6u0On1XwIp3ZyC";"10.72.161.44";"2013-06-12 10:42:39";"2013-07-01 13:37:40";"2.6.0.2";"2.6.0.2";"2013-06-12 10:42:39";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695709"
"E0-69-95-A5-5B-0C";"46";"10.72.164.128";"";"10.72.164.136";"2013-06-12 15:30:18";"2013-06-12 15:30:18";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695553"
"E0-69-95-A5-5B-54";"20";"10.72.161.0";"Ts6Mm7Vn8Wo9Xp";"10.72.161.88";"2013-06-07 11:40:07";"2013-06-07 15:38:51";"2.6.0.3";"2.6.0.3";"2013-06-07 15:10:16";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695805"
"E0-69-95-A5-5B-58";"46";"10.72.164.128";"";"10.72.164.211";"2013-06-12 15:35:56";"2013-06-12 15:35:56";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695668"
"E0-69-95-A5-5B-6A";"46";"10.72.161.0";"7Nf0HgwAXpJiCZzDk5MdVm7OfX";"10.72.161.56";"2013-06-12 10:50:31";"2013-06-20 11:32:37";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695735"
"E0-69-95-A5-5B-CD";"46";"10.72.164.128";"AXxBayCZz4Lc5MdFu0Gv1Hg2QhRi";"10.72.164.216";"2013-06-12 14:30:59";"2013-06-12 14:42:44";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695705"
"E0-69-95-A5-5B-F6";"46";"10.72.161.0";"GgHhBYpCZy";"10.72.161.51";"2013-06-12 07:50:22";"2013-07-02 11:31:17";"2.6.0.2";"2.6.0.2";"2013-06-12 07:50:22";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695780"
"E0-69-95-A5-5C-38";"46";"10.72.161.0";"Gn0Hv1IxBYqKT5Ul6Nm";"10.72.161.9";"2013-06-12 13:54:38";"2013-06-18 16:50:41";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695704"
"E0-69-95-A5-5C-76";"46";"10.72.164.128";"";"10.72.164.227";"2013-06-12 16:41:31";"2013-06-12 16:41:31";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695803"
"E0-69-95-A5-5D-54";"46";"10.72.164.128";"";"10.72.164.143";"2013-06-12 16:24:59";"2013-06-12 16:24:59";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695615"
"E0-69-95-A5-5D-84";"46";"10.72.161.0";"AxRqCczTsMl70Og1Ph2Qq3RrSs5T";"10.72.161.87";"2013-06-12 09:15:02";"2013-06-18 08:53:30";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695700"
"E0-69-95-A5-5D-A9";"46";"10.72.161.0";"2Qx3b5NuVHoApJqCjDkdFmG";"10.72.161.61";"2013-06-12 10:17:55";"2013-06-19 10:27:30";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695776"
"E0-69-95-A5-5D-B2";"46";"10.72.161.0";"9PpRi3KbLcEtVm7On8PgQ";"10.72.161.77";"2013-06-12 09:07:10";"2013-06-24 14:59:36";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695767"
"E0-69-95-A5-5D-BA";"46";"10.72.164.128";"Sk5M6NeGvPo1Qh2Jay4Kbz";"10.72.164.243";"2013-06-12 15:21:00";"2013-06-13 11:42:42";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695769"
"E0-69-95-A5-5D-EC";"46";"10.72.161.0";"RiKbTkEt6NeWn8Pg9Yp3JbySjD";"10.72.161.78";"2013-06-12 09:11:18";"2013-07-02 09:07:50";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695764"
"E0-69-95-A5-5E-10";"46";"10.72.161.0";"LktNmvHgYxJj";"10.72.161.80";"2013-06-12 09:35:54";"2013-07-02 09:42:01";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695758"
"E0-69-95-A5-5E-20";"47";"10.72.161.0";"";"10.72.161.114";"2013-06-14 09:15:36";"2013-06-20 09:28:50";"2.6.0.2";"2.6.0.2";"2013-06-14 09:15:36";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"operador-POS-PIQ57BQ"
"E0-69-95-A5-5E-3E";"46";"10.72.161.0";"4Ks5MlFuVn8Po9Qh2Ji3Kbz4L";"10.72.161.123";"2013-06-12 08:50:22";"2013-07-02 09:38:08";"2.6.0.2";"2.6.0.2";"2013-06-12 08:51:16";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695777"
"E0-69-95-A5-5E-43";"46";"10.72.164.128";"NmvIpZyCc5TsUtGf0OoAh2Y3RrTtF";"10.72.164.241";"2013-06-12 14:19:56";"2013-07-02 08:14:47";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695813"
"E0-69-95-A5-5E-F0";"46";"10.72.164.128";"";"10.72.164.147";"2013-06-12 16:15:39";"2013-06-12 16:15:39";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695551"
"E0-69-95-A5-5F-67";"46";"10.72.164.128";"";"10.72.164.234";"2013-06-12 14:14:15";"2013-06-12 14:14:16";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695708"
"E0-69-95-A5-5F-6B";"20";"10.72.161.0";"e0Og1Hw2IaxRq4Sk";"10.72.161.98";"2013-06-07 11:31:21";"2013-06-07 15:30:33";"2.6.0.3";"2.6.0.3";"2013-06-07 15:10:16";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695718"
"E0-69-95-A5-5F-9B";"46";"10.72.161.0";"1HwAYpRiKczDsUm7NfWo";"10.72.161.67";"2013-06-18 12:31:50";"2013-07-02 09:54:48";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695760"
"E0-69-95-A5-5F-A1";"46";"10.72.161.0";"";"10.72.161.46";"2013-06-12 08:39:38";"2013-06-12 08:39:38";"2.6.0.2";"2.6.0.2";"2013-06-12 08:44:45";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695706"
"E0-69-95-ED-07-99";"46";"10.72.164.128";"";"10.72.164.151";"2013-06-12 14:55:20";"2013-06-12 14:55:20";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695653"
"E0-69-95-ED-23-3B";"46";"10.72.161.0";"6Vu7WnXwAaBb4SjTs6MmVnv1Ih2Qq";"10.72.161.12";"2013-06-12 10:22:11";"2013-07-02 09:10:43";"2.6.0.2";"2.6.0.2";"2013-06-12 10:22:11";"COMP#HARD#SOFT#ANVI#MONI#UNDI";\N;"PGFN-3695707"
"E0-69-95-ED-23-52";"46";"10.72.161.0";"MdVmWvXo2Ix3RqSjTkElFu0Gv1";"10.72.161.112";"2013-06-12 10:04:27";"2013-06-19 13:59:48";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695654"
"E0-69-95-ED-23-CD";"48";"10.72.164.128";"";"10.72.164.132";"2013-06-12 15:46:23";"2013-06-12 15:46:23";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695554"
"F0-DE-F1-FF-8F-D6";"46";"10.72.164.128";"ZEV7vwYJe7mG";"10.72.164.144";"2013-06-12 16:35:18";"2013-06-13 10:27:11";"2.6.0.2";"2.6.0.2";\N;\N;\N;"PGFN-3695220"
